trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
215,False,"{'a': 0.6, 'e': 2.1633315305570577e-05}",25,12,19.124595094954856,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 2.143347050754458e-05}",25,13,18.060115617341825,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.6, 'e': 2.123638216993353e-05}",25,18,11.833407336051803,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 2.1041999831664002e-05}",20,9,24.743180146576368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 2.085027418110548e-05}",20,1,31.891747978861495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 2.066115702479339e-05}",20,0,30.0669206887145,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.6, 'e': 2.047460125714052e-05}",30,7,30.251721141493555,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 2.029056083110137e-05}",30,7,35.30411858087106,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.6, 'e': 2.0108990729755272e-05}",20,12,16.711277008559918,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 1.992984693877551e-05}",20,8,20.54539366242867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 1.9753086419753087e-05}",20,14,9.630424656672863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 1.9578667084344897e-05}",25,14,19.702305257309153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 1.9406547769217335e-05}",25,15,16.90556752280978,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 1.9236688211757463e-05}",25,11,27.294149260472906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.6, 'e': 1.9069049026525047e-05}",25,17,16.680164370763336,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.6, 'e': 1.8903591682419658e-05}",25,0,37.49460909244551,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.6, 'e': 1.874027848053822e-05}",25,11,29.171549873155282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.6, 'e': 1.8579072532699166e-05}",30,18,18.98595737226234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.6, 'e': 1.8419937740610438e-05}",30,17,24.606051777856592,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.6, 'e': 1.826283877565929e-05}",30,17,25.94282014483089,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.6, 'e': 1.8107741059302852e-05}",20,14,11.29709066332154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.6, 'e': 1.795461074403907e-05}",30,23,11.25770744002416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.6, 'e': 1.780341469493849e-05}",25,13,21.494493168550218,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.6, 'e': 1.76541204717181e-05}",25,1,36.210043395978765,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.6, 'e': 1.7506696311339088e-05}",20,14,9.736963937976386,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.6, 'e': 1.736111111111111e-05}",25,16,15.717358814552268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 1.721733441228629e-05}",20,5,18.334129200291486,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.6, 'e': 1.7075336384126766e-05}",35,8,40.33772228611161,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.6, 'e': 1.6935087808430286e-05}",25,9,-11.346873344889904,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.6, 'e': 1.679656006449879e-05}",30,15,23.46851914860222,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
